alt,temp,press,dens,a,visc
44.2,262.81,158.751,0.00210433,324.987,1.68284E-05
44.3,263.09,156.702,0.00207496,325.16,0.000016843
44.4,263.37,154.682,0.00204602,325.333,1.68576E-05
44.5,263.65,152.689,0.00201752,325.506,1.68721E-05
44.6,263.93,150.724,0.00198945,325.679,1.68867E-05
44.7,264.21,148.787,0.0019618,325.851,1.69013E-05
44.8,264.49,146.877,0.00193456,326.024,1.69158E-05
44.9,264.77,144.993,0.00190772,326.197,1.69303E-05
45,265.05,143.135,0.00188129,326.369,1.69449E-05
45.1,265.33,141.303,0.00185525,326.541,1.69594E-05
45.2,265.61,139.496,0.0018296,326.714,1.69739E-05
45.3,265.89,137.714,0.00180432,326.886,1.69884E-05
45.4,266.17,135.957,0.00177943,327.058,1.70029E-05
45.5,266.45,134.224,0.0017549,327.23,1.70174E-05
45.6,266.73,132.515,0.00173074,327.402,1.70319E-05
45.7,267.01,130.829,0.00170693,327.574,1.70464E-05
45.8,267.29,129.167,0.00168348,327.745,1.70609E-05
45.9,267.57,127.527,0.00166037,327.917,1.70754E-05
46,267.85,125.91,0.0016376,328.088,1.70898E-05
46.1,268.13,124.315,0.00161517,328.26,1.71043E-05
46.2,268.41,122.742,0.00159307,328.431,1.71187E-05
46.3,268.69,121.191,0.00157129,328.602,1.71332E-05
46.4,268.97,119.66,0.00154983,328.774,1.71476E-05
46.5,269.25,118.151,0.00152869,328.945,0.000017162
46.6,269.53,116.662,0.00150786,329.116,1.71764E-05
46.7,269.81,115.193,0.00148733,329.287,1.71909E-05
46.8,270.09,113.745,0.0014671,329.457,1.72053E-05
46.9,270.37,112.316,0.00144717,329.628,1.72197E-05
47,270.65,110.906,0.00142753,329.799,1.72341E-05
47.1,270.65,109.515,0.00140963,329.799,1.72341E-05
47.2,270.65,108.141,0.00139195,329.799,1.72341E-05
47.3,270.65,106.785,0.00137449,329.799,1.72341E-05
47.4,270.65,105.446,0.00135725,329.799,1.72341E-05
47.5,270.65,104.123,0.00134022,329.799,1.72341E-05
47.6,270.65,102.817,0.00132341,329.799,1.72341E-05
47.7,270.65,101.527,0.00130681,329.799,1.72341E-05
47.8,270.65,100.254,0.00129042,329.799,1.72341E-05
47.9,270.65,98.9962,0.00127423,329.799,1.72341E-05
48,270.65,97.7545,0.00125825,329.799,1.72341E-05
48.1,270.65,96.5283,0.00124247,329.799,1.72341E-05
48.2,270.65,95.3176,0.00122688,329.799,1.72341E-05
48.3,270.65,94.122,0.00121149,329.799,1.72341E-05
48.4,270.65,92.9414,0.0011963,329.799,1.72341E-05
48.5,270.65,91.7756,0.00118129,329.799,1.72341E-05
48.6,270.65,90.6244,0.00116647,329.799,1.72341E-05
48.7,270.65,89.4877,0.00115184,329.799,1.72341E-05
48.8,270.65,88.3652,0.00113739,329.799,1.72341E-05
48.9,270.65,87.2568,0.00112313,329.799,1.72341E-05
49,270.65,86.1623,0.00110904,329.799,1.72341E-05
49.1,270.65,85.0815,0.00109513,329.799,1.72341E-05
49.2,270.65,84.0143,0.00108139,329.799,1.72341E-05
49.3,270.65,82.9605,0.00106783,329.799,1.72341E-05
49.4,270.65,81.9199,0.00105443,329.799,1.72341E-05
49.5,270.65,80.8924,0.00104121,329.799,1.72341E-05
49.6,270.65,79.8777,0.00102815,329.799,1.72341E-05
49.7,270.65,78.8758,0.00101525,329.799,1.72341E-05
49.8,270.65,77.8864,0.00100252,329.799,1.72341E-05
49.9,270.65,76.9095,0.000989942,329.799,1.72341E-05
50,270.65,75.9448,0.000977525,329.799,1.72341E-05
50.1,270.65,74.9922,0.000965264,329.799,1.72341E-05
50.2,270.65,74.0515,0.000953156,329.799,1.72341E-05
50.3,270.65,73.1227,0.0009412,329.799,1.72341E-05
50.4,270.65,72.2055,0.000929395,329.799,1.72341E-05
50.5,270.65,71.2998,0.000917737,329.799,1.72341E-05
50.6,270.65,70.4054,0.000906225,329.799,1.72341E-05
50.7,270.65,69.5223,0.000894858,329.799,1.72341E-05
50.8,270.65,68.6503,0.000883634,329.799,1.72341E-05
50.9,270.65,67.7892,0.00087255,329.799,1.72341E-05
51,270.65,66.9389,0.000861606,329.799,1.72341E-05
51.1,270.37,66.0988,0.000851674,329.628,1.72197E-05
51.2,270.09,65.2684,0.000841846,329.457,1.72053E-05
51.3,269.81,64.4476,0.000832122,329.287,1.71909E-05
51.4,269.53,63.6363,0.0008225,329.116,1.71764E-05
51.5,269.25,62.8344,0.00081298,328.945,0.000017162
51.6,268.97,62.0418,0.00080356,328.774,1.71476E-05
51.7,268.69,61.2583,0.00079424,328.602,1.71332E-05
51.8,268.41,60.484,0.000785018,328.431,1.71187E-05
51.9,268.13,59.7186,0.000775894,328.26,1.71043E-05
52,267.85,58.9622,0.000766867,328.088,1.70898E-05
52.1,267.57,58.2145,0.000757935,327.917,1.70754E-05
52.2,267.29,57.4756,0.000749098,327.745,1.70609E-05
52.3,267.01,56.7453,0.000740355,327.574,1.70464E-05
52.4,266.73,56.0235,0.000731705,327.402,1.70319E-05
52.5,266.45,55.3101,0.000723147,327.23,1.70174E-05
52.6,266.17,54.6051,0.000714681,327.058,1.70029E-05
52.7,265.89,53.9084,0.000706305,326.886,1.69884E-05
52.8,265.61,53.2198,0.000698018,326.714,1.69739E-05
52.9,265.33,52.5393,0.00068982,326.541,1.69594E-05
53,265.05,51.8668,0.00068171,326.369,1.69449E-05
53.1,264.77,51.2022,0.000673687,326.197,1.69303E-05
53.2,264.49,50.5454,0.000665749,326.024,1.69158E-05
53.3,264.21,49.8964,0.000657897,325.851,1.69013E-05
53.4,263.93,49.2551,0.00065013,325.679,1.68867E-05
53.5,263.65,48.6213,0.000642446,325.506,1.68721E-05
53.6,263.37,47.995,0.000634845,325.333,1.68576E-05
53.7,263.09,47.3761,0.000627326,325.16,0.000016843
53.8,262.81,46.7646,0.000619888,324.987,1.68284E-05
53.9,262.53,46.1603,0.00061253,324.814,1.68138E-05
54,262.25,45.5632,0.000605252,324.641,1.67992E-05
54.1,261.97,44.9731,0.000598053,324.467,1.67846E-05
54.2,261.69,44.3902,0.000590932,324.294,0.00001677
54.3,261.41,43.8141,0.000583888,324.12,1.67554E-05
54.4,261.13,43.2449,0.000576921,323.947,1.67408E-05
54.5,260.85,42.6826,0.00057003,323.773,1.67261E-05
54.6,260.57,42.1269,0.000563214,323.599,1.67115E-05
54.7,260.29,41.5779,0.000556472,323.425,1.66969E-05
54.8,260.01,41.0354,0.000549803,323.251,1.66822E-05
54.9,259.73,40.4995,0.000543208,323.077,1.66676E-05
55,259.45,39.97,0.000536684,322.903,1.66529E-05
55.1,259.17,39.4469,0.000530232,322.729,1.66382E-05
55.2,258.89,38.93,0.000523851,322.554,1.66235E-05
55.3,258.61,38.4194,0.000517539,322.38,1.66088E-05
55.4,258.33,37.9149,0.000511298,322.205,1.65942E-05
55.5,258.05,37.4166,0.000505124,322.03,1.65795E-05
55.6,257.77,36.9242,0.000499019,321.856,1.65647E-05
55.7,257.49,36.4378,0.000492981,321.681,0.00001655
55.8,257.21,35.9573,0.000487009,321.506,1.65353E-05
55.9,256.93,35.4826,0.000481104,321.331,1.65206E-05
56,256.65,35.0137,0.000475263,321.156,1.65058E-05
56.1,256.37,34.5504,0.000469488,320.981,1.64911E-05
56.2,256.09,34.0928,0.000463776,320.805,1.64763E-05
56.3,255.81,33.6408,0.000458128,320.63,1.64616E-05
56.4,255.53,33.1943,0.000452542,320.454,1.64468E-05
56.5,255.25,32.7532,0.000447019,320.279,0.000016432
56.6,254.97,32.3175,0.000441557,320.103,1.64173E-05
56.7,254.69,31.8871,0.000436156,319.927,1.64025E-05
56.8,254.41,31.462,0.000430815,319.751,1.63877E-05
56.9,254.13,31.0421,0.000425534,319.575,1.63729E-05
57,253.85,30.6274,0.000420311,319.399,1.63581E-05
57.1,253.57,30.2178,0.000415147,319.223,1.63433E-05
57.2,253.29,29.8131,0.000410041,319.047,1.63284E-05
57.3,253.01,29.4135,0.000404993,318.87,1.63136E-05
57.4,252.73,29.0188,0.000400001,318.694,1.62988E-05
57.5,252.45,28.629,0.000395065,318.517,1.62839E-05
57.6,252.17,28.2439,0.000390184,318.34,1.62691E-05
57.7,251.89,27.8637,0.000385359,318.164,1.62542E-05
57.8,251.61,27.4881,0.000380588,317.987,1.62393E-05
57.9,251.33,27.1172,0.000375871,317.81,1.62245E-05
58,251.05,26.7509,0.000371207,317.633,1.62096E-05
58.1,250.77,26.3891,0.000366596,317.455,1.61947E-05
58.2,250.49,26.0318,0.000362037,317.278,1.61798E-05
58.3,250.21,25.679,0.000357529,317.101,1.61649E-05
58.4,249.93,25.3306,0.000353073,316.923,0.00001615
58.5,249.65,24.9865,0.000348668,316.746,0.000016135
58.6,249.37,24.6467,0.000344313,316.568,1.61201E-05
58.7,249.09,24.3112,0.000340007,316.39,1.61052E-05
58.8,248.81,23.9798,0.00033575,316.212,1.60902E-05
58.9,248.53,23.6526,0.000331542,316.034,1.60753E-05
59,248.25,23.3296,0.000327382,315.856,1.60603E-05
59.1,247.97,23.0105,0.00032327,315.678,1.60454E-05
59.2,247.69,22.6955,0.000319205,315.5,1.60304E-05
59.3,247.41,22.3844,0.000315186,315.322,1.60154E-05
59.4,247.13,22.0773,0.000311214,315.143,1.60004E-05
59.5,246.85,21.774,0.000307287,314.965,1.59854E-05
59.6,246.57,21.4746,0.000303405,314.786,1.59704E-05
59.7,246.29,21.1789,0.000299568,314.607,1.59554E-05
59.8,246.01,20.887,0.000295775,314.428,1.59404E-05
59.9,245.73,20.5988,0.000292027,314.249,1.59254E-05
60,245.45,20.3143,0.000288321,314.07,1.59104E-05
60.1,245.17,20.0333,0.000284658,313.891,1.58953E-05
60.2,244.89,19.7559,0.000281038,313.712,1.58803E-05
60.3,244.61,19.4821,0.000277459,313.532,1.58652E-05
60.4,244.33,19.2117,0.000273923,313.353,1.58502E-05
60.5,244.05,18.9448,0.000270427,313.173,1.58351E-05
60.6,243.77,18.6813,0.000266972,312.993,0.00001582
60.7,243.49,18.4212,0.000263557,312.814,1.58049E-05
60.8,243.21,18.1644,0.000260182,312.634,1.57898E-05
60.9,242.93,17.9109,0.000256847,312.454,1.57748E-05
61,242.65,17.6606,0.00025355,312.274,1.57596E-05
61.1,242.37,17.4136,0.000250292,312.093,1.57445E-05
61.2,242.09,17.1697,0.000247072,311.913,1.57294E-05
61.3,241.81,16.929,0.00024389,311.733,1.57143E-05
61.4,241.53,16.6913,0.000240746,311.552,1.56991E-05
61.5,241.25,16.4568,0.000237638,311.371,0.000015684
61.6,240.97,16.2252,0.000234567,311.191,1.56688E-05
61.7,240.69,15.9967,0.000231532,311.01,1.56537E-05
61.8,240.41,15.7711,0.000228533,310.829,1.56385E-05
61.9,240.13,15.5485,0.000225569,310.648,1.56233E-05
62,239.85,15.3287,0.00022264,310.467,1.56082E-05
62.1,239.57,15.1118,0.000219746,310.285,0.000015593
62.2,239.29,14.8977,0.000216886,310.104,1.55778E-05
62.3,239.01,14.6864,0.000214061,309.922,1.55626E-05
62.4,238.73,14.4778,0.000211268,309.741,1.55474E-05
62.5,238.45,14.272,0.000208509,309.559,1.55321E-05
62.6,238.17,14.0689,0.000205783,309.377,1.55169E-05
62.7,237.89,13.8684,0.00020309,309.195,1.55017E-05
62.8,237.61,13.6705,0.000200428,309.013,1.54864E-05
62.9,237.33,13.4753,0.000197798,308.831,1.54712E-05
63,237.05,13.2826,0.0001952,308.649,1.54559E-05
63.1,236.77,13.0924,0.000192633,308.467,1.54406E-05
63.2,236.49,12.9047,0.000190097,308.284,1.54254E-05
63.3,236.21,12.7196,0.000187591,308.102,1.54101E-05
63.4,235.93,12.5368,0.000185115,307.919,1.53948E-05
63.5,235.65,12.3565,0.000182669,307.736,1.53795E-05
63.6,235.37,12.1785,0.000180253,307.553,1.53642E-05
63.7,235.09,12.0029,0.000177865,307.37,1.53489E-05
63.8,234.81,11.8297,0.000175507,307.187,1.53335E-05
63.9,234.53,11.6587,0.000173177,307.004,1.53182E-05
64,234.25,11.49,0.000170875,306.821,1.53029E-05
64.1,233.97,11.3235,0.000168601,306.637,1.52875E-05
64.2,233.69,11.1593,0.000166355,306.454,1.52722E-05
64.3,233.41,10.9973,0.000164136,306.27,1.52568E-05
64.4,233.13,10.8374,0.000161944,306.086,1.52414E-05
64.5,232.85,10.6796,0.000159778,305.903,1.52261E-05
64.6,232.57,10.524,0.000157639,305.719,1.52107E-05
64.7,232.29,10.3704,0.000155527,305.535,1.51953E-05
64.8,232.01,10.2189,0.00015344,305.35,1.51799E-05
64.9,231.73,10.0695,0.000151378,305.166,1.51645E-05
65,231.45,9.92203,0.000149342,304.982,1.51491E-05
65.1,231.17,9.77656,0.000147331,304.797,1.51336E-05
65.2,230.89,9.63306,0.000145344,304.612,1.51182E-05
65.3,230.61,9.49149,0.000143382,304.428,1.51028E-05
65.4,230.33,9.35183,0.000141444,304.243,1.50873E-05
65.5,230.05,9.21406,0.00013953,304.058,1.50719E-05
65.6,229.77,9.07816,0.000137639,303.873,1.50564E-05
65.7,229.49,8.9441,0.000135772,303.688,1.50409E-05
65.8,229.21,8.81186,0.000133928,303.502,1.50254E-05
65.9,228.93,8.68141,0.000132107,303.317,0.00001501
66,228.65,8.55275,0.000130308,303.131,1.49945E-05
66.1,228.37,8.42583,0.000128532,302.946,0.000014979
66.2,228.09,8.30064,0.000126778,302.76,1.49634E-05
66.3,227.81,8.17717,0.000125046,302.574,1.49479E-05
66.4,227.53,8.05538,0.000123335,302.388,1.49324E-05
66.5,227.25,7.93526,0.000121645,302.202,1.49169E-05
66.6,226.97,7.81679,0.000119977,302.016,1.49013E-05
66.7,226.69,7.69994,0.00011833,301.829,1.48858E-05
66.8,226.41,7.5847,0.000116703,301.643,1.48702E-05
66.9,226.13,7.47104,0.000115096,301.456,1.48546E-05
67,225.85,7.35895,0.00011351,301.269,0.000014839
67.1,225.57,7.24841,0.000111944,301.083,1.48235E-05
67.2,225.29,7.13939,0.000110397,300.896,1.48079E-05
67.3,225.01,7.03187,0.00010887,300.709,1.47923E-05
67.4,224.73,6.92585,0.000107362,300.522,1.47767E-05
67.5,224.45,6.8213,0.000105873,300.334,0.000014761
67.6,224.17,6.71819,0.000104403,300.147,1.47454E-05
67.7,223.89,6.61652,0.000102952,299.959,1.47298E-05
67.8,223.61,6.51626,0.000101519,299.772,1.47141E-05
67.9,223.33,6.4174,0.000100104,299.584,1.46985E-05
68,223.05,6.31992,9.87069E-05,299.396,1.46828E-05
68.1,222.77,6.2238,9.73279E-05,299.208,1.46672E-05
68.2,222.49,6.12902,9.59663E-05,299.02,1.46515E-05
68.3,222.21,6.03557,9.46222E-05,298.832,1.46358E-05
68.4,221.93,5.94343,9.32952E-05,298.644,1.46201E-05
68.5,221.65,5.85259,9.19852E-05,298.455,1.46044E-05
68.6,221.37,5.76302,0.000090692,298.266,1.45887E-05
68.7,221.09,5.6747,8.94154E-05,298.078,0.000014573
68.8,220.81,5.58764,8.81551E-05,297.889,1.45573E-05
68.9,220.53,5.5018,8.69111E-05,297.7,1.45415E-05
69,220.25,5.41717,0.000085683,297.511,1.45258E-05
69.1,219.97,5.33374,8.44708E-05,297.322,0.00001451
69.2,219.69,5.25149,8.32742E-05,297.133,1.44943E-05
69.3,219.41,5.17041,0.000082093,296.943,1.44785E-05
69.4,219.13,5.09047,8.09272E-05,296.754,1.44627E-05
69.5,218.85,5.01168,7.97764E-05,296.564,1.44469E-05
69.6,218.57,4.934,7.86406E-05,296.374,1.44312E-05
69.7,218.29,4.85743,7.75195E-05,296.184,1.44154E-05
69.8,218.01,4.78196,0.000076413,295.994,1.43995E-05
69.9,217.73,4.70756,7.53209E-05,295.804,1.43837E-05
70,217.45,4.63422,0.000074243,295.614,1.43679E-05
70.1,217.17,4.56194,7.31792E-05,295.423,1.43521E-05
70.2,216.89,4.49069,7.21293E-05,295.233,1.43362E-05
70.3,216.61,4.42046,7.10931E-05,295.042,1.43204E-05
70.4,216.33,4.35125,7.00705E-05,294.852,1.43045E-05
70.5,216.05,4.28303,6.90613E-05,294.661,1.42886E-05
70.6,215.77,4.21579,6.80654E-05,294.47,1.42728E-05
70.7,215.49,4.14952,6.70825E-05,294.279,1.42569E-05
70.8,215.21,4.08422,6.61126E-05,294.087,0.000014241
70.9,214.93,4.01985,6.51555E-05,293.896,1.42251E-05
71,214.65,3.95642,0.000064211,293.704,1.42092E-05
71.1,214.45,3.89392,6.32556E-05,293.568,1.41978E-05
71.2,214.25,3.83235,6.23136E-05,293.431,1.41864E-05
71.3,214.05,3.7717,6.13847E-05,293.294,1.41751E-05
71.4,213.85,3.71195,6.04688E-05,293.157,1.41637E-05
71.5,213.65,3.6531,5.95657E-05,293.019,1.41523E-05
71.6,213.45,3.59512,5.86753E-05,292.882,1.41409E-05
71.7,213.25,3.53801,5.77974E-05,292.745,1.41295E-05
71.8,213.05,3.48176,5.69318E-05,292.608,1.41181E-05
71.9,212.85,3.42634,5.60784E-05,292.47,1.41067E-05
72,212.65,3.37176,0.000055237,292.333,1.40953E-05
72.1,212.45,3.318,5.44074E-05,292.195,1.40839E-05
72.2,212.25,3.26505,5.35895E-05,292.058,1.40725E-05
72.3,212.05,3.21289,5.27832E-05,291.92,0.000014061
72.4,211.85,3.16152,5.19883E-05,291.783,1.40496E-05
72.5,211.65,3.11092,5.12046E-05,291.645,1.40382E-05
72.6,211.45,3.06109,0.000050432,291.507,1.40268E-05
72.7,211.25,3.012,4.96703E-05,291.369,1.40153E-05
72.8,211.05,2.96366,4.89195E-05,291.231,1.40039E-05
72.9,210.85,2.91605,4.81793E-05,291.093,1.39924E-05
73,210.65,2.86917,4.74496E-05,290.955,0.000013981
73.1,210.45,2.82299,4.67302E-05,290.817,1.39695E-05
73.2,210.25,2.77751,4.60212E-05,290.679,1.39581E-05
73.3,210.05,2.73272,4.53222E-05,290.54,1.39466E-05
73.4,209.85,2.68861,4.46331E-05,290.402,1.39351E-05
73.5,209.65,2.64518,0.000043954,290.264,1.39236E-05
73.6,209.45,2.6024,4.32845E-05,290.125,1.39122E-05
73.7,209.25,2.56028,4.26246E-05,289.987,1.39007E-05
73.8,209.05,2.5188,4.19741E-05,289.848,1.38892E-05
73.9,208.85,2.47795,4.13329E-05,289.709,1.38777E-05
74,208.65,2.43773,0.000040701,289.57,1.38662E-05
74.1,208.45,2.39812,4.00781E-05,289.432,1.38547E-05
74.2,208.25,2.35912,3.94642E-05,289.293,1.38432E-05
74.3,208.05,2.32071,0.000038859,289.154,1.38317E-05
74.4,207.85,2.2829,3.82626E-05,289.015,1.38202E-05
74.5,207.65,2.24567,3.76748E-05,288.876,1.38087E-05
74.6,207.45,2.209,3.70955E-05,288.737,1.37971E-05
74.7,207.25,2.17291,3.65245E-05,288.597,1.37856E-05
74.8,207.05,2.13737,3.59618E-05,288.458,1.37741E-05
74.9,206.85,2.10237,3.54072E-05,288.319,1.37625E-05
75,206.65,2.06792,3.48607E-05,288.179,0.000013751
75.1,206.45,2.034,3.43221E-05,288.04,1.37394E-05
75.2,206.25,2.0006,3.37912E-05,287.9,1.37279E-05
75.3,206.05,1.96772,3.32681E-05,287.761,1.37163E-05
75.4,205.85,1.93535,3.27526E-05,287.621,1.37048E-05
75.5,205.65,1.90348,3.22446E-05,287.481,1.36932E-05
75.6,205.45,1.8721,0.000031744,287.341,1.36817E-05
75.7,205.25,1.84121,3.12507E-05,287.201,1.36701E-05
75.8,205.05,1.81081,3.07645E-05,287.061,1.36585E-05
75.9,204.85,1.78087,3.02855E-05,286.921,1.36469E-05
76,204.65,1.7514,2.98135E-05,286.781,1.36353E-05
76.1,204.45,1.7224,2.93484E-05,286.641,1.36237E-05
76.2,204.25,1.69384,2.88901E-05,286.501,1.36122E-05
76.3,204.05,1.66573,2.84385E-05,286.361,1.36006E-05
76.4,203.85,1.63806,2.79935E-05,286.22,1.35889E-05
76.5,203.65,1.61082,2.75551E-05,286.08,1.35773E-05
76.6,203.45,1.58401,2.71231E-05,285.939,1.35657E-05
76.7,203.25,1.55762,2.66975E-05,285.799,1.35541E-05
76.8,203.05,1.53165,2.62781E-05,285.658,1.35425E-05
76.9,202.85,1.50608,0.000025865,285.517,1.35309E-05
77,202.65,1.48092,2.54579E-05,285.377,1.35192E-05
77.1,202.45,1.45615,2.50568E-05,285.236,1.35076E-05
77.2,202.25,1.43177,2.46617E-05,285.095,0.000013496
77.3,202.05,1.40778,2.42724E-05,284.954,1.34843E-05
77.4,201.85,1.38416,2.38889E-05,284.813,1.34727E-05
77.5,201.65,1.36092,2.35111E-05,284.672,0.000013461
77.6,201.45,1.33805,2.31389E-05,284.53,1.34493E-05
77.7,201.25,1.31554,2.27722E-05,284.389,1.34377E-05
77.8,201.05,1.29338,0.000022411,284.248,0.000013426
77.9,200.85,1.27158,2.20551E-05,284.106,1.34143E-05
78,200.65,1.25012,2.17046E-05,283.965,1.34027E-05
78.1,200.45,1.22901,2.13593E-05,283.823,0.000013391
78.2,200.25,1.20823,2.10191E-05,283.682,1.33793E-05
78.3,200.05,1.18778,2.06841E-05,283.54,1.33676E-05
78.4,199.85,1.16766,0.000020354,283.398,1.33559E-05
78.5,199.65,1.14786,2.00289E-05,283.256,1.33442E-05
78.6,199.45,1.12837,1.97087E-05,283.114,1.33325E-05
78.7,199.25,1.1092,1.93932E-05,282.972,1.33208E-05
78.8,199.05,1.09034,1.90826E-05,282.83,1.33091E-05
78.9,198.85,1.07177,1.87765E-05,282.688,1.32974E-05
79,198.65,1.05351,1.84751E-05,282.546,1.32856E-05
79.1,198.45,1.03554,1.81783E-05,282.404,1.32739E-05
79.2,198.25,1.01785,1.78859E-05,282.262,1.32622E-05
79.3,198.05,1.00045,1.75979E-05,282.119,1.32504E-05
79.4,197.85,0.983336,1.73143E-05,281.977,1.32387E-05
79.5,197.65,0.966494,1.70349E-05,281.834,0.000013227
79.6,197.45,0.949924,1.67598E-05,281.691,1.32152E-05
79.7,197.25,0.933621,1.64889E-05,281.549,1.32035E-05
79.8,197.05,0.917582,1.62221E-05,281.406,1.31917E-05
79.9,196.85,0.901803,1.59593E-05,281.263,1.31799E-05
80,196.65,0.88628,1.57005E-05,281.12,1.31682E-05
80.1,196.45,0.871008,1.54457E-05,280.977,1.31564E-05
80.2,196.25,0.855984,1.51948E-05,280.834,1.31446E-05
80.3,196.05,0.841205,1.49476E-05,280.691,1.31328E-05
80.4,195.85,0.826666,1.47043E-05,280.548,0.000013121
80.5,195.65,0.812363,1.44647E-05,280.405,1.31092E-05
80.6,195.45,0.798294,1.42287E-05,280.261,1.30974E-05
80.7,195.25,0.784455,1.39964E-05,280.118,1.30856E-05
80.8,195.05,0.770842,1.37676E-05,279.974,1.30738E-05
80.9,194.85,0.757451,1.35423E-05,279.831,0.000013062
81,194.65,0.74428,1.33205E-05,279.687,1.30502E-05
81.1,194.45,0.731324,1.31021E-05,279.543,1.30384E-05
81.2,194.25,0.718581,0.000012887,279.399,1.30266E-05
81.3,194.05,0.706047,1.26753E-05,279.256,1.30147E-05
81.4,193.85,0.69372,1.24668E-05,279.112,1.30029E-05
81.5,193.65,0.681595,1.22616E-05,278.968,1.29911E-05
81.6,193.45,0.66967,1.20595E-05,278.824,1.29792E-05
81.7,193.25,0.657941,1.18606E-05,278.679,1.29674E-05
81.8,193.05,0.646406,1.16647E-05,278.535,1.29555E-05
81.9,192.85,0.635062,1.14719E-05,278.391,1.29437E-05
82,192.65,0.623905,0.000011282,278.246,1.29318E-05
82.1,192.45,0.612933,1.10952E-05,278.102,1.29199E-05
82.2,192.25,0.602143,1.09112E-05,277.957,1.29081E-05
82.3,192.05,0.591532,1.07301E-05,277.813,1.28962E-05
82.4,191.85,0.581097,1.05518E-05,277.668,1.28843E-05
82.5,191.65,0.570835,1.03762E-05,277.523,1.28724E-05
82.6,191.45,0.560745,1.02035E-05,277.378,1.28605E-05
82.7,191.25,0.550822,1.00334E-05,277.234,1.28486E-05
82.8,191.05,0.541065,9.86599E-06,277.089,1.28367E-05
82.9,190.85,0.531471,9.7012E-06,276.943,1.28248E-05
83,190.65,0.522037,9.53899E-06,276.798,1.28129E-05
83.1,190.45,0.512761,9.37933E-06,276.653,0.000012801
83.2,190.25,0.50364,9.22218E-06,276.508,1.27891E-05
83.3,190.05,0.494672,9.06751E-06,276.362,1.27771E-05
83.4,189.85,0.485855,8.91526E-06,276.217,1.27652E-05
83.5,189.65,0.477186,8.76542E-06,276.071,1.27533E-05
83.6,189.45,0.468662,8.61794E-06,275.926,1.27413E-05
83.7,189.25,0.460282,8.47279E-06,275.78,1.27294E-05
83.8,189.05,0.452044,8.32994E-06,275.634,1.27174E-05
83.9,188.85,0.443944,8.18935E-06,275.489,1.27055E-05
84,188.65,0.435981,8.05098E-06,275.343,1.26935E-05
84.1,188.45,0.428153,7.91481E-06,275.197,1.26816E-05
84.2,188.25,0.420457,7.7808E-06,275.051,1.26696E-05
84.3,188.05,0.412891,7.64892E-06,274.904,1.26576E-05
84.4,187.85,0.405454,7.51914E-06,274.758,1.26457E-05
84.5,187.65,0.398143,7.39143E-06,274.612,1.26337E-05
84.6,187.45,0.390956,7.26576E-06,274.466,1.26217E-05
84.7,187.25,0.383892,7.14209E-06,274.319,1.26097E-05
84.8,187.05,0.376948,7.02039E-06,274.173,1.25977E-05
84.9,186.946,0.370123,6.89712E-06,274.096,1.25915E-05
85,186.946,0.36342,6.77222E-06,274.096,1.25915E-05
85.1,186.946,0.356839,6.64959E-06,274.096,1.25915E-05
85.2,186.946,0.350378,6.52917E-06,274.096,1.25915E-05
85.3,186.946,0.344033,6.41094E-06,274.096,1.25915E-05
85.4,186.946,0.337803,6.29485E-06,274.096,1.25915E-05
85.5,186.946,0.331686,6.18086E-06,274.096,1.25915E-05
85.6,186.946,0.32568,6.06893E-06,274.096,1.25915E-05
85.7,186.946,0.319782,5.95904E-06,274.096,1.25915E-05
85.8,186.946,0.313991,5.85113E-06,274.096,1.25915E-05
85.9,186.946,0.308305,5.74517E-06,274.096,1.25915E-05
86,186.946,0.302723,5.64114E-06,274.096,1.25915E-05
